ID_ESTADO;UF;CAPITAL;SIGLA;REGIAO;Cidade;PIB;Pop_est_2009;PIB_percapita
5;BAHIA;536;BA;NORDESTE;Ponto Novo;59006.53125;14734;4004.79003906
5;BAHIA;536;BA;NORDESTE;Botuporã;37949.63671875;11048;3434.97998047
5;BAHIA;536;BA;NORDESTE;Santa Maria da Vitória;183714.421875;41758;4399.5
5;BAHIA;536;BA;NORDESTE;Paripiranga;130894.5703125;29727;4403.22021484
5;BAHIA;536;BA;NORDESTE;Capela do Alto Alegre;39229.1484375;12824;3059.04003906
5;BAHIA;536;BA;NORDESTE;Jandaíra;47592.953125;10018;4750.74023438
5;BAHIA;536;BA;NORDESTE;Piatã;61809.6015625;18470;3346.48999023
5;BAHIA;536;BA;NORDESTE;Aratuípe;31970.6171875;8822;3623.95996094
5;BAHIA;536;BA;NORDESTE;Antônio Cardoso;52209.5390625;12589;4147.22998047
5;BAHIA;536;BA;NORDESTE;Coração de Maria;98000.1328125;23774;4122.16015625
5;BAHIA;536;BA;NORDESTE;Itajuípe;114653.1328125;20490;5595.56982422
5;BAHIA;536;BA;NORDESTE;Serra Dourada;73857.125;17858;4135.79980469
5;BAHIA;536;BA;NORDESTE;Conceição da Feira;91810.5546875;20117;4563.83007812
5;BAHIA;536;BA;NORDESTE;Rio do Pires;36504.28125;11612;3143.66992188
5;BAHIA;536;BA;NORDESTE;Antas;54676.39453125;17583;3109.62011719
5;BAHIA;536;BA;NORDESTE;Buerarema;100712.015625;20830;4834.95019531
5;BAHIA;536;BA;NORDESTE;Boquira;67164.5625;22521;2982.31005859
5;BAHIA;536;BA;NORDESTE;Palmas de Monte Alto;77169.4921875;22061;3498.01000977
5;BAHIA;536;BA;NORDESTE;Santa Brígida;52940.23828125;15652;3382.33007812
